"Zona";"Subzona";"Tipo";"Dirección";"Precio (€)";"m² construidos";"m² útiles";"Habitaciones";"Baños";"Planta";"Exterior/Interior";"Ascensor";"Estado";"Año construcción";"Calefacción";"Aire acondicionado";"Garaje";"Trastero";"Terraza";"Piscina";"Jardín";"Certificación energética";"Descripción";"Link";"Coche lunes 8am (min)";"Coche domingo 9am (min)";"Distancia coche (km)";"Bus lunes 8am (min)";"Bus domingo 9am (min)";"A pie (min)"
"Valladolid";"Centro";"Chalet adosado";"Chalet adosado en venta en CL La 41";"269000";"185";"";"3";"2";"?";"Exterior";"?";"Buen estado";"2001";"Calefacción individual: Gas natural";"";"Sí";"";"Sí";"";"";"En trámite";"UNIPAL vende MARAVILLOSO chalet adosado listo para entrar a vivir, de 3 dormitorios, 2 baños, buhardilla diáfana de 40 metros, cocina con isla, patio de 30 metros y garaje. ***RECUERDE UNIPAL FINANCIA EL 100% MÁS GASTOS DE SU COMPRA*** La vivienda se distribuye de la siguiente manera: en planta baja encontramos un hall muy amplio con escalera de mármol, salón-comedor de 25 metros muy luminoso gracias al gran ventanal, baño completo con plato de ducha y una cocina de gran tamaño, totalmente amueblada, con isla central que dispone de plancha, vitrocerámica y freidora. Desde la cocina se accede al patio, una zona exterior perfecta para utilizar como espacio de ocio, zona infantil o mascotas, con parte solada, además de toma de agua. En la primera planta se ubica el dormitorio principal, muy amplio, con gran armario empotrado con puertas de espejo y juego de cama incluido. En esta planta encontramos también un baño completo con bañera y otros dos dormitorios de tamaño medio, uno de ellos con armario empotrado pendiente únicamente de instalar las puertas, de este accedemos a galería cerrada de unos 6 metros. En la última planta está la buhardilla diáfana de 40 metros, un espacio perfecto para gimnasio, despacho, sala de juegos o dormitorio adicional. La vivienda dispone de garaje independiente con salida comunitaria. Construcción del año 2001, con caldera seminueva instalada hace un año, ventanas Isolat con doble cristal, algunas persianas eléctricas y mosquiteras en varias ventanas. Suelos de madera en toda la vivienda. ***Comunidad 41 euros*** Ubicada en Valladolid, en el barrio de La Overuela, una zona residencial tranquila, Está cercano al meandro del río Pisuerga y al histórico canal de Castilla, excelente acceso a la ciudad. Cuenta con transporte público mediante la línea 24 de AUVASA y dispone de servicios esenciales a poca distancia. UNIPAL Soluciones Inmobiliarias &amp; Financieras es la inmobiliaria líder en Palencia, la única que ofrece soluciones integrales al vendedor y al comprador. Puedes visitarnos en calle Mayor 21 (frente al Patio del Castaño).";"https://www.idealista.com/inmueble/109951727/";"15";"12";"6.6";"24";"29";"79"
"Valladolid";"Centro";"Piso";"Plaza Paraguay, 1";"218000";"101";"";"4";"2";"13ª</span>";"Exterior";"Sí";"A reformar";"?";"Calefacción central";"";"Sí";"Sí";"Sí";"";"Sí";"";"En una de las zonas más verdes de Valladolid y en la Avenida de Salamanca, se encuentra esta magnífica vivienda de 101 metros cuadrados, completamente exterior, que destaca gracias a su altura, por sus maravillosas vistas, su amplitud y luminosidad. La propiedad dispone de cuatro dormitorios exteriores muy luminosos, dos de ellos con armarios empotrados, salón de generosas dimensiones, con un gran ventanal con vistas espectaculares al parque del mediodía y persiana motorizada, cocina con terraza y tendedero, y dos baños completos. Dispone además para almacenaje de dos armarios empotrados en el pasillo. Cuenta también y en el mismo edificio de plaza de garaje y trastero incluidos en el precio. Las ventanas han sido cambiadas recientemente por unas de máxima calidad. El suelo es de parquet. La calefacción es central e incluida en la cuota comunitaria. La urbanización ofrece una amplia parcela ajardinada, con juegos infantiles y área deportiva. La vivienda se encuentra en una zona consolidada junto al Centro de salud y al Centro deportivo El Palero. No dude en ponerse en contacto y concertar una cita.";"https://www.idealista.com/inmueble/110010215/";"";"";"";"";"";""
"Valladolid";"Centro";"Chalet adosado";"Chalet adosado en venta en Calle Aguanieves";"239000";"125";"100";"1";"1";"?";"?";"?";"Buen estado";"2008";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"En trámite";"SOLUCIONES INMOBILIARIAS Y FINANCIERAS les presenta esta vivienda adosada seminueva de dos plantas en la calle Aguanieves. En planta baja se encuentra el hall, un amplio salón independiente, un baño completo, un dormitorio que se usa actualmente como despacho y una cocina que da a un pequeño patio en el que se ha construido otra edificación acristalada que posee otra cocina y un merendero. En la planta superior se sitúan tres dormitorios con armarios empotrados y otro baño completo. Los suelos alternan el gres y el parqué y las ventanas son de PVC climalit oscilobatiente. La Calefacción es de GAS NATURAL individual. Vea más inmuebles pulsando en nuestro logo o a través de nuestra página soluciones-inmobiliarias. es.";"https://www.idealista.com/inmueble/110012705/";"14";"11";"3.8";"28";"25";"33"
"Valladolid";"Centro";"Piso";"Calle Padre Francisco Suárez s/n";"224900";"105";"95";"3";"2";"3ª</span>";"Exterior";"Sí";"Buen estado";"1985";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"En trámite";"Oportunidad Vivienda en Paseo de Zorrilla de tres dormitorios, dos baños, cocina amueblada con electrodomésticos, terraza, muy soleado, parquet, Excelente Inversión!";"https://www.idealista.com/inmueble/110030377/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"Calle Padre Francisco Suárez";"205000";"87";"";"3";"2";"3ª</span>";"Exterior";"Sí";"A reformar";"1966";"Calefacción individual: Gas natural";"";"";"Sí";"Sí";"";"";"En trámite";"**Piso en Venta en el Corazón de la Ciudad - Campo Grande** ¡Descubre tu nuevo hogar en este luminoso piso de 87 m², situado en una ubicación inmejorable junto a Campo Grande! El piso es interior a patios de manzana con gran luminosidad y soleado. Este amplio inmueble, ideal para reformar a tu gusto, cuenta con tres dormitorios y dos baños, perfectos para adaptarse a tus necesidades. La galería cerrada y el soleado balcón que se accede desde el salón ofrecen un espacio extra para disfrutar de la luz natural y relajarte al aire libre. La propiedad incluye armarios empotrados que optimizan el almacenamiento y un cuarto trastero para mayor comodidad. Además, su acceso adaptado a personas con movilidad reducida garantiza que todos puedan disfrutar de este acogedor hogar. Con calefacción de gas natural, tendrás el clima perfecto durante todo el año. Ubicado en una zona tranquila pero cercana al colegio Lourdes y a todos los servicios que ofrece el centro de la ciudad, este piso es una oportunidad única para vivir en un entorno vibrante. No dejes pasar la oportunidad de personalizar este espacio y convertirlo en el hogar de tus sueños. ¡Contáctanos para más información y ven a verlo!";"https://www.idealista.com/inmueble/110037267/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"Paseo del Obregón, 28";"262000";"98";"82";"3";"2";"Bajo";"Exterior";"Sí";"A estrenar";"?";"";"";"";"";"Sí";"";"";"";"¡Últimas viviendas! Próxima Promoción en de un edificio de 19 viviendas en 6 alturas, de 2 y 3 dormitorios con terrazas, garajes y trasteros, en régimen de Cooperativa, todas exteriores en un entorno urbano privilegiado. El Proyecto cuidará al máximo la calidad de las viviendas, especialmente aislamientos tanto acústicos como térmicos, siempre de acuerdo con los propietarios, que también pueden personalizar su vivienda y se hará un seguimiento durante la obra con cada socio para que el resultado final se adecúe a sus gustos y preferencias.";"https://www.idealista.com/inmueble/110043165/";"10";"9";"3.7";"23";"23";"33"
"Valladolid";"Centro";"Piso";"Carretera Rueda, 10";"295000";"145";"";"4";"2";"1ª</span>";"Exterior";"Sí";"Buen estado";"1982";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"";"� ¡OPORTUNIDAD ÚNICA EN ZONA PASEO ZORRILLA! VALLADOLID ESPECTACULAR VIVIENDA REFORMADA: 145m² de lujo y diseño listo para estrenar. Ubicación inmejorable en Paseo Zorrilla. Primera planta con ascensor. � Lo mejor del inmueble: 4 DORMITORIOS dobles (ideales para familias). 2 BAÑOS COMPLETOS reformados (uno con ducha, otro con bañera). SALÓN COMEDOR exterior, abierto y súper luminoso. TERRAZA ABIERTA a Carretera de Rueda. COCINA EQUIPADA y lavadero independiente. ENORMES ARMARIOS EMPOTRADOS en todas las estancias. Reformada con ALTAS CALIDADES. ¡Entra y disfruta! Luminosidad garantizada, tanto en la zona exterior como en las habitaciones (a patio comunitario muy claro). � Zona Paseo Zorrilla | 145m² | 4 Hab. | 2 Baños | Ascensor. ¡No la dejes escapar! Pide tu visita ahora. *Abstenerse Inmobiliarias.";"https://www.idealista.com/inmueble/110053155/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle Martin Santos Romero, 138";"264200";"110";"75";"4";"2";"1ª</span>";"Exterior";"Sí";"A estrenar";"?";"";"";"Sí";"Sí";"Sí";"Sí";"";"A";"Célere Neo, es un conjunto residencial formado por 102 viviendas distribuidas en planta baja, 3 alturas y áticos. Las tipologías que ofrece esta promoción son viviendas de 1, 2, 3 y 4 dormitorios con magníficas terrazas y espectaculares vistas. Todas las viviendas cuentan con trastero y garaje. Este proyecto está pensado para que vivas momentos únicos. Puedes disfrutar de unas zonas comunes que invitan a compartir y relajarte: piscina con zona solárium para desconectar bajo el sol, cuarto para bicicletas, parque infantil donde los más pequeños disfrutan al aire libre, amplias zonas verdes que inspiran calma, y una sala social perfecta para celebrar reuniones con familia y amigos. Además, encontrarás un espacio coworking ideal si trabajas o estudias desde casa y espacio fit para mantenerte en forma y tu bienestar sin salir de tu edificio. En Vía Célere apostamos por innovar e implantar sistemas cada vez más eficientes, consiguiendo edificios más sostenibles y comprometidos con el medio ambiente. El residencial dispone de calificación energética A, lo que supone un ahorro energético y una reducción significativa de la demanda energética del edificio. Célere Neo es un conjunto residencial equipado para cubrir todas tus necesidades en un espacio cómodo para ti y los tuyos, creando un lugar idóneo donde vivir con tu familia. Célere Neo se encuentra ubicada dentro del barrio de Parquesol, en la calle Martín Santos Romero. Una zona residencial con amplios espacios verdes y jardines para disfrute de toda la familia. Ofrece innumerables servicios, para cubrir sus necesidades, como supermercados, colegios e institutos, ofreciendo las ventajas de un barrio equipado. Perfectamente comunicado con la ciudad, mediante líneas de Autobús 8,9, 10, C1, C2. Así mismo, Célere Neo se encuentra junto a los accesos de salida de la ciudad hacia la A-62 tanto por la Ronda Interior sur como por la Avda. Real Valladolid. IVA no incluido.";"https://www.idealista.com/inmueble/110053830/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle Martin Santos Romero, 138";"211700";"88";"59";"4";"2";"1ª</span>";"Exterior";"Sí";"A estrenar";"?";"";"";"Sí";"Sí";"Sí";"Sí";"";"A";"Célere Neo, es un conjunto residencial formado por 102 viviendas distribuidas en planta baja, 3 alturas y áticos. Las tipologías que ofrece esta promoción son viviendas de 1, 2, 3 y 4 dormitorios con magníficas terrazas y espectaculares vistas. Todas las viviendas cuentan con trastero y garaje. Este proyecto está pensado para que vivas momentos únicos. Puedes disfrutar de unas zonas comunes que invitan a compartir y relajarte: piscina con zona solárium para desconectar bajo el sol, cuarto para bicicletas, parque infantil donde los más pequeños disfrutan al aire libre, amplias zonas verdes que inspiran calma, y una sala social perfecta para celebrar reuniones con familia y amigos. Además, encontrarás un espacio coworking ideal si trabajas o estudias desde casa y espacio fit para mantenerte en forma y tu bienestar sin salir de tu edificio. En Vía Célere apostamos por innovar e implantar sistemas cada vez más eficientes, consiguiendo edificios más sostenibles y comprometidos con el medio ambiente. El residencial dispone de calificación energética A, lo que supone un ahorro energético y una reducción significativa de la demanda energética del edificio. Célere Neo es un conjunto residencial equipado para cubrir todas tus necesidades en un espacio cómodo para ti y los tuyos, creando un lugar idóneo donde vivir con tu familia. Célere Neo se encuentra ubicada dentro del barrio de Parquesol, en la calle Martín Santos Romero. Una zona residencial con amplios espacios verdes y jardines para disfrute de toda la familia. Ofrece innumerables servicios, para cubrir sus necesidades, como supermercados, colegios e institutos, ofreciendo las ventajas de un barrio equipado. Perfectamente comunicado con la ciudad, mediante líneas de Autobús 8,9, 10, C1, C2. Así mismo, Célere Neo se encuentra junto a los accesos de salida de la ciudad hacia la A-62 tanto por la Ronda Interior sur como por la Avda. Real Valladolid. IVA no incluido.";"https://www.idealista.com/inmueble/110053838/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle de Sagunto";"130000";"85";"79";"3";"1";"Bajo";"Exterior";"No";"A reformar";"1964";"";"";"";"";"";"";"";"En trámite";"¡ Oportunidad! Piso de 85 m² para reformar a la venta en el centro de Valladolid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina americana, cuarto de baño y vestíbulo. Cuenta con suelos de terrazo, ventanas de aluminio, puertas interiores de sapelly.. . Precisa reforma integral para entrar a vivir, pero ofrece muchas posibilidades. Es una planta baja en un bloque sin ascensor. Muy bien comunicado por carretera (N-601, A-62, VA-20) y transporte público. Muy cercano a las líneas de autobús en Paseo del Cauce. Próximo a todo tipo de servicios e infraestructuras como centros educativos (Colegio Safa-Grial), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.";"https://www.idealista.com/inmueble/110058952/";"";"";"";"";"";""
